accession	country	year	entry_create_year	taxid	species
KC294203	Peru: Iquitos	2010	2014	11060	Dengue virus
EU482449	Viet Nam: south	2006	2008	11060	Dengue virus
MN018306	China: Guangdong Province	2017	2020	11053	Dengue virus
KM279555	Singapore	2012	2015	11060	Dengue virus
JQ045633	Viet Nam	None	2012	11053	Dengue virus
EU660405	Nicaragua: Managua	2007	2008	11060	Dengue virus
EU482694	Nicaragua: Managua	2007	2008	11060	Dengue virus
HQ624984	Cambodia	2007	2011	11053	Dengue virus
MN018298	China: Guangdong Province	2017	2020	11053	Dengue virus
MF033228	Singapore	2015	2018	11053	Dengue virus
DQ863638	Thailand: Bangkok	1973	2009	11069	Dengue virus
MW945836	Thailand	2000	2021	11053	Dengue virus
KY586450	Thailand	2004	2017	12637	Dengue virus
AY762084	None	None	2004	11053	Dengue virus
GU131883	Brazil: Sao Paulo	2008	2009	11060	Dengue virus
FJ410232	Viet Nam: South	2007	2008	11053	Dengue virus
MH110591	China: Hangzhou	2017	2018	11060	Dengue virus
FJ410257	Viet Nam: South	2008	2008	11053	Dengue virus
HM582117	Tonga	1974	2010	11060	Dengue virus
AF100461	None	None	1999	11060	Dengue virus
KC762666	Indonesia: Makassar	2008	2015	11060	Dengue virus
KM279601	Singapore	2012	2015	11060	Dengue virus
GQ199897	Nicaragua: Matagalpa	2002	2009	11060	Dengue virus
KX380832	Singapore	2013	2016	11060	Dengue virus
HM181945	Cambodia: KCH	2007	2010	11053	Dengue virus
JQ045653	Viet Nam	None	2012	11053	Dengue virus
KX452039	Malaysia: Johor Bahru	2014	2017	11060	Dengue virus
FJ850064	Nicaragua: Leon	2000	2009	11060	Dengue virus
MN448670	Thailand	2011	2020	11053	Dengue virus
MN018304	China: Guangdong Province	2015	2020	11053	Dengue virus
MT832045	Philippines	2013	2021	11053	Dengue virus
KY586395	Thailand	2006	2017	12637	Dengue virus
EU482751	Nicaragua: Managua	2005	2008	11060	Dengue virus
FJ687446	Thailand: Kampheange Phet	2001	2009	11060	Dengue virus
MH110566	China: Hangzhou	2017	2018	11060	Dengue virus
EU482812	Viet Nam: south	2006	2008	11053	Dengue virus
FJ410263	Viet Nam: South	2008	2008	11053	Dengue virus
MG877555	New Caledonia	2013	2018	11053	Dengue virus
MW512341	Singapore	2004	2021	11060	Dengue virus
EU081207	Singapore	2005	2007	11069	Dengue virus
JF937615	Viet Nam: South	2008	2011	11053	Dengue virus
KP723482	China: Guangdong	2010	2015	11070	Dengue virus
FJ410275	Viet Nam: South	2008	2008	11053	Dengue virus
KC762681	Indonesia: Makassar	2007	2015	11069	Dengue virus
MH450296	Venezuela: Carabobo	2015	2018	12637	Dengue virus
MN018390	China: Guangdong Province	2013	2020	11070	Dengue virus
FJ410177	USA: Puerto Rico	2000	2008	11069	Dengue virus
EU596500	Nicaragua: Managua	2007	2008	11060	Dengue virus
KY586455	Thailand	2006	2017	12637	Dengue virus
KY921907	Singapore	2015	2017	11069	Dengue virus
KY586809	Thailand	2009	2017	12637	Dengue virus
FJ390382	Viet Nam: South	2007	2008	11053	Dengue virus
MH110576	China: Hangzhou	2017	2018	11060	Dengue virus
MW945837	Thailand	2006	2021	11053	Dengue virus
FJ639753	Venezuela: Aragua	2001	2009	11069	Dengue virus
KC294210	Peru: Iquitos	2011	2014	11060	Dengue virus
JQ045630	Viet Nam	None	2012	11053	Dengue virus
MW946129	Thailand	2014	2021	11053	Dengue virus
EU482779	Viet Nam: south	2003	2008	11060	Dengue virus
GU131859	Brazil: Sao Paulo	2006	2009	11069	Dengue virus
KU513441	Brazil: Cambe, PR	2013	2016	11070	Dengue virus
EU726781	Viet Nam: South	2007	2008	11053	Dengue virus
EU687218	USA: Puerto Rico	1998	2008	11069	Dengue virus
KY672941	China: Yunnan	2014	2019	11053	Dengue virus
AY676348	Thailand: Bangkok	None	2005	11069	Dengue virus
JQ287667	Viet Nam: South	2008	2012	11053	Dengue virus
GU131884	Brazil: Sao Paulo	2008	2009	11060	Dengue virus
AB608789	Taiwan	1994	2013	11053	Dengue virus
EU660404	Nicaragua: Managua	2007	2008	11060	Dengue virus
MW945884	Thailand	2012	2021	11053	Dengue virus
FJ639701	Cambodia: KCH	2002	2009	11060	Dengue virus
KC762683	Indonesia: Makassar	2007	2015	11069	Dengue virus
FJ882602	Sri Lanka	1996	2009	11060	Dengue virus
AY676350	Thailand: Bangkok	None	2005	11069	Dengue virus
FJ906965	Viet Nam: South	2007	2009	11053	Dengue virus
LC335878	Japan:Tokyo, Shibuya, Meiji Jingu	2014	2018	11053	Dengue virus
AB204803	Japan	None	2005	11053	Dengue virus
EU482811	Viet Nam: south	2006	2008	11053	Dengue virus
MN018293	China: Guangdong Province	2014	2020	11053	Dengue virus
KP188555	Brazil	2013	2016	11060	Dengue virus
EU482591	USA: Puerto Rico	2006	2008	11053	Dengue virus
KC762695	Indonesia: Makassar	2007	2015	11070	Dengue virus
FJ024459	Viet Nam: South	2007	2008	11053	Dengue virus
MW946203	Thailand	1995	2021	11053	Dengue virus
MF405201	China	2015	2017	11053	Dengue virus
GU131745	Viet Nam: South	2008	2009	11053	Dengue virus
GU131899	Cambodia: PHP	2008	2009	11060	Dengue virus
MW512456	Singapore	2016	2021	11060	Dengue virus
GQ199780	Viet Nam: South	2007	2009	11053	Dengue virus
KF973459	Nicaragua	2011	2014	11053	Dengue virus
HM181968	Viet Nam: South	2008	2010	11053	Dengue virus
FJ410222	Viet Nam: South	2007	2008	11053	Dengue virus
KY586792	Thailand	2002	2017	12637	Dengue virus
KT827370	China: Guangzhou, Guangdong Province	2013	2017	11053	Dengue virus
MW945909	Thailand	2012	2021	11053	Dengue virus
FJ898455	Cook Islands	1991	2009	11069	Dengue virus
KY586380	Thailand	2001	2017	12637	Dengue virus
GU131733	Viet Nam: South	2008	2009	11053	Dengue virus
KY849747	Laos: Vientiane	2010	2018	11053	Dengue virus
KX380841	Singapore	2012	2016	11069	Dengue virus
KY586319	Thailand	2006	2017	12637	Dengue virus
JQ287663	Viet Nam: South	2007	2012	11053	Dengue virus
FJ850060	Nicaragua: Leon	2000	2009	11060	Dengue virus
FJ850088	Brazil: Northern	2006	2009	11060	Dengue virus
KY586342	Thailand	2006	2017	12637	Dengue virus
FJ432731	Viet Nam: South	2007	2009	11069	Dengue virus
GQ199893	Mexico: Oaxaca	2002	2009	11060	Dengue virus
KM279528	Singapore	2012	2015	11060	Dengue virus
KY586692	Thailand	2001	2017	12637	Dengue virus
GU131880	Brazil: Sao Paulo	2008	2009	11060	Dengue virus
KY586885	Thailand	2004	2017	12637	Dengue virus
HM181961	Viet Nam: South	2008	2010	11053	Dengue virus
FJ873808	Nicaragua: Leon	2000	2009	11060	Dengue virus
KX225484	China	2015	2017	11053	Dengue virus
MF033234	Singapore	2015	2018	11053	Dengue virus
MH048672	Malaysia	2014	2020	11060	Dengue virus
EU482684	Nicaragua: Managua	2006	2008	11060	Dengue virus
GQ199869	Nicaragua: Managua	2007	2009	11060	Dengue virus
FJ898422	Viet Nam: South	2006	2009	11053	Dengue virus
MK268692	Thailand: Bangkok	1974	2019	11060	Dengue virus
EU482474	Viet Nam: south	2007	2008	11060	Dengue virus
KY586316	Thailand	2008	2017	12637	Dengue virus
MH822950	India	2013	2018	11060	Dengue virus
KY849763	Laos: Vientiane	2010	2018	11060	Dengue virus
FJ850103	Venezuela: Aragua	2008	2009	11053	Dengue virus
EU081189	Singapore	2005	2007	11069	Dengue virus
HM181955	Cambodia: KCH	2007	2010	11053	Dengue virus
KM403595	Singapore	2013	2016	11053	Dengue virus
KY586945	Thailand	1998	2017	12637	Dengue virus
KT831765	Indonesia: Bogor, West Java	2014	2016	11053	Dengue virus
KF955458	Viet Nam	2007	2014	11069	Dengue virus
KY586361	Thailand	2008	2017	12637	Dengue virus
GQ868518	Mexico: Yucatan	2007	2009	11053	Dengue virus
EU482699	Viet Nam: south	2007	2008	11060	Dengue virus
GQ868631	Cambodia: TAK	2008	2009	11060	Dengue virus
EU081272	Singapore	2005	2007	11053	Dengue virus
GQ199801	Viet Nam: South	2007	2009	11053	Dengue virus
GU131776	Viet Nam: South	2008	2009	11053	Dengue virus
EU677139	Viet Nam: South	2007	2008	11053	Dengue virus
AF169680	None	None	2000	11060	Dengue virus
EU482803	Viet Nam: south	2006	2008	11053	Dengue virus
GU131721	Viet Nam: South	2008	2009	11053	Dengue virus
MG721060	India	2016	2019	11053	Dengue virus
MW946237	Thailand	2004	2021	11053	Dengue virus
KT827365	China: Guangzhou, Guangdong Province	2006	2017	11053	Dengue virus
GQ868616	Saint Lucia	2001	2009	11069	Dengue virus
MW946085	Thailand	2002	2021	11053	Dengue virus
EU482488	Viet Nam: south	2007	2008	11053	Dengue virus
MW945775	Thailand	2006	2021	11053	Dengue virus
GU131896	Cambodia: KCH	2007	2009	11060	Dengue virus
KY926848	French Polynesia: Faa'a commune	2013	2018	11053	Dengue virus
KY474326	Ecuador: Machala	2014	2018	11060	Dengue virus
GU131867	Brazil: Sao Paulo	2007	2009	11069	Dengue virus
EU482637	Nicaragua: Managua	2005	2008	11060	Dengue virus
LC379195	Gabon: Lambarene	2016	2019	11069	Dengue virus
KY586458	Thailand	2006	2017	12637	Dengue virus
EU482769	Nicaragua: Managua	2005	2008	11060	Dengue virus
MG840564	China	2016	2019	11053	Dengue virus
MW315185	New Caledonia	2017	2021	11053	Dengue virus
EU081266	Singapore	2005	2007	11053	Dengue virus
KX274130	Australia	2015	2016	11060	Dengue virus
FJ898450	Virgin Islands: U.S. Virgin Islands, Saint Thomas	1990	2009	11060	Dengue virus
MW512367	Singapore	2011	2021	11060	Dengue virus
KY586452	Thailand	2002	2017	12637	Dengue virus
KF955369	Nicaragua	2007	2014	11060	Dengue virus
EU677177	Viet Nam: South	2007	2008	11053	Dengue virus
MK564484	China: Guangzhou	2018	2019	11060	Dengue virus
KC762649	Indonesia: Makassar	2007	2015	11053	Dengue virus
KU509261	Indonesia: Bali	2010	2017	11053	Dengue virus
FJ850109	Venezuela: Aragua	2007	2009	11069	Dengue virus
GU131868	Brazil: Sao Paulo	2007	2009	11069	Dengue virus
GU131898	Cambodia: SRP	2008	2009	11060	Dengue virus
FJ898452	Thailand	2003	2009	11060	Dengue virus
KF824902	China	2013	2014	11069	Dengue virus
JQ922556	India: Pune, Maharashtra	2005	2013	11069	Dengue virus
MG097875	Singapore	2012	2019	11053	Dengue virus
GQ398286	Puerto Rico	1994	2010	11060	Dengue virus
FJ432738	Viet Nam: South	2007	2009	11053	Dengue virus
MW512468	Singapore	2017	2021	11060	Dengue virus
MH544649	Colombia	2015	2018	11069	Dengue virus
MF033219	Singapore	2014	2018	11053	Dengue virus
JF937613	Viet Nam: South	2008	2011	11053	Dengue virus
MN448665	Thailand	2011	2020	11053	Dengue virus
FJ882535	Viet Nam: South	2006	2009	11053	Dengue virus
EU482534	Viet Nam: south	2006	2008	11053	Dengue virus
JQ920482	New Caledonia	1995	2013	11069	Dengue virus
JQ922560	India: Pune, Maharashtra	2009	2013	11070	Dengue virus
KF955359	Puerto Rico	2006	2014	11060	Dengue virus
KM403619	Singapore	2013	2016	11053	Dengue virus
FJ850102	Venezuela: Aragua	2007	2009	11053	Dengue virus
AB479042	Viet Nam: Ho Chi Minh	2002	2009	11060	Dengue virus
KX452055	Malaysia: Johor Bahru	2014	2017	11053	Dengue virus
MG840550	China	2015	2019	11053	Dengue virus
GQ199872	Nicaragua: Managua	2004	2009	11053	Dengue virus
JQ920485	New Caledonia	1996	2013	11069	Dengue virus
MW945786	Thailand	2006	2021	11053	Dengue virus
LC335871	Japan:Tokyo, Shibuya, Yoyogi park	2014	2018	11053	Dengue virus
MH048673	Malaysia	2014	2020	11060	Dengue virus
MH891771	India: Sonapur, Assam	2017	2019	11053	Dengue virus
KY849766	Laos: Vientiane	2010	2018	11060	Dengue virus
EU482724	USA: Puerto Rico	2005	2008	11060	Dengue virus
FJ547089	Nicaragua: Managua	2005	2009	11053	Dengue virus
KY921903	Singapore	2015	2017	11053	Dengue virus
KF954947	China: Zhongshan	2013	2014	11069	Dengue virus
EU569693	Nicaragua: Managua	2007	2008	11060	Dengue virus
KM403617	Singapore	2013	2016	11053	Dengue virus
KJ806963	Singapore	2014	2015	11053	Dengue virus
KJ189362	Puerto Rico	2010	2014	11053	Dengue virus
KY586308	Thailand	2000	2017	12637	Dengue virus
GU131814	Viet Nam: South	2008	2009	11053	Dengue virus
JQ045631	Viet Nam	None	2012	11053	Dengue virus
KY849744	Laos: Salavan	2010	2018	11053	Dengue virus
MW946004	Thailand	2000	2021	11053	Dengue virus
MN018359	China: Guangdong Province	2017	2020	11060	Dengue virus
KY586413	Thailand	2002	2017	12637	Dengue virus
MF576311	None	1986	2017	11053	Dengue virus
JN638572	Cambodia	2008	2013	11070	Dengue virus
EU482675	Viet Nam: south	2006	2008	11060	Dengue virus
KC762659	Indonesia: Makassar	2008	2015	11060	Dengue virus
KY849730	Laos: Vientiane	2010	2018	11053	Dengue virus
KY849705	Laos: Salavan	2008	2018	11053	Dengue virus
KY586784	Thailand	2001	2017	12637	Dengue virus
GQ868593	Thailand	1973	2009	11069	Dengue virus
MW945830	Thailand	1996	2021	11053	Dengue virus
FJ432747	Viet Nam: South	2007	2009	11053	Dengue virus
MH891769	India: Krishnagiri, Tamil Nadu	2017	2019	11070	Dengue virus
KT187562	China: Guangdong	2014	2015	11053	Dengue virus
KJ579248	Brazil: Pocone, MT	2012	2015	11070	Dengue virus
EU529693	USA: Puerto Rico	2004	2008	11060	Dengue virus
EU081244	Singapore	2005	2007	11053	Dengue virus
EU687219	USA: Puerto Rico	1999	2008	11069	Dengue virus
FJ850114	Nicaragua: Managua	2005	2009	11053	Dengue virus
FJ639738	Venezuela: Aragua	1998	2009	11070	Dengue virus
MN448689	Thailand	2012	2020	11053	Dengue virus
JF357905	Nicaragua: Managua	2007	2011	11060	Dengue virus
AF022441	None	None	1998	11060	Dengue virus
KX452038	Malaysia: Johor Bahru	2014	2017	11060	Dengue virus
GQ398266	Singapore	2007	2010	11060	Dengue virus
GU131784	Viet Nam: South	2008	2009	11053	Dengue virus
FJ850101	Venezuela: Aragua	2007	2009	11053	Dengue virus
GQ398270	Puerto Rico	1994	2010	11060	Dengue virus
FJ639776	Venezuela: Aragua	2002	2009	11069	Dengue virus
HQ332171	Venezuela	2006	2012	11069	Dengue virus
FJ906960	Nicaragua: Managua	2007	2009	11060	Dengue virus
JQ045658	Viet Nam	None	2012	11053	Dengue virus
KX380839	Singapore	2012	2016	11069	Dengue virus
FJ687448	Thailand: Kampheange Phet	2001	2009	11069	Dengue virus
KX452043	Malaysia: Johor Bahru	2014	2017	11060	Dengue virus
MW945812	Thailand	1999	2021	11053	Dengue virus
JQ513339	Brazil: Manaus-AM	2011	2012	11070	Dengue virus
GQ868623	Cambodia: BTB	2005	2009	11060	Dengue virus
AF100459	None	None	1999	11060	Dengue virus
HM582106	American Samoa	1972	2010	11060	Dengue virus
KC762641	Indonesia: Makassar	2008	2015	11053	Dengue virus
JX669472	Brazil	2000	2013	11053	Dengue virus
KY586409	Thailand	2004	2017	12637	Dengue virus
KY586494	Thailand	2008	2017	12637	Dengue virus
KY586515	Thailand	1996	2017	12637	Dengue virus
FJ410205	Viet Nam: South	2007	2008	11053	Dengue virus
GU131729	Viet Nam: South	2008	2009	11053	Dengue virus
KX452046	Malaysia: Johor Bahru	2014	2017	11060	Dengue virus
JX669505	Brazil: Pernambuco	2006	2013	11069	Dengue virus
EU081184	Singapore	2005	2007	11069	Dengue virus
FM210219	Viet Nam:South	2003	2008	11060	Dengue virus
LC436677	Bangladesh	2017	2020	11069	Dengue virus
FJ898467	Venezuela: Aragua	2005	2009	11060	Dengue virus
EU529703	USA: Puerto Rico	1998	2008	11069	Dengue virus
KX458014	China	2014	2016	11053	Dengue virus
JQ045665	Viet Nam	None	2012	11053	Dengue virus
KX380820	Singapore	2012	2016	11060	Dengue virus
KU509258	Eritrea	2010	2017	11053	Dengue virus
LC410202	Thailand	2017	2018	11070	Dengue virus
GQ868563	Colombia: Norte de Santander	2006	2009	11053	Dengue virus
MW512432	Singapore	2014	2021	11060	Dengue virus
MN018369	China: Guangdong Province	2013	2020	11069	Dengue virus
KY672942	China: Yunnan	2014	2019	11053	Dengue virus
EU482774	Viet Nam: south	2004	2008	11060	Dengue virus
MG840552	China	2015	2019	11053	Dengue virus
AF180817	None	None	2000	11053	Dengue virus
JX669482	Brazil: Pernambuco	1995	2013	11060	Dengue virus
DQ645547	Taiwan	None	2008	11060	Dengue virus
EU482585	USA: Puerto Rico	1989	2008	11060	Dengue virus
FJ461306	Viet Nam: South	2007	2009	11053	Dengue virus
GQ868550	Brazil: Sao Paulo	2008	2009	11060	Dengue virus
GU370052	Singapore	2009	2010	11069	Dengue virus
KJ596669	Brazil: Cuiaba, MT	2012	2015	11070	Dengue virus
JQ513332	Brazil: Boa Vista-RR	2010	2012	11070	Dengue virus
JF730045	Cambodia: KCH	2008	2011	11060	Dengue virus
MG560266	China: Zhongshan, Guangdong Province	2014	2018	11053	Dengue virus
MN448683	Thailand	2012	2020	11053	Dengue virus
EU482607	Venezuela: Aragua	2007	2008	11060	Dengue virus
FJ898372	Viet Nam: South	2007	2009	11053	Dengue virus
MF033207	Singapore	2013	2018	11053	Dengue virus
MW946029	Thailand	2000	2021	11053	Dengue virus
KJ726663	Sri Lanka	2012	2014	11053	Dengue virus
FJ906961	Nicaragua: Managua	2005	2009	11060	Dengue virus
KJ189331	Mexico	2008	2014	11053	Dengue virus
JF920401	Nicaragua: Chinandega	2010	2011	11069	Dengue virus
FJ850049	Nicaragua: Managua	2008	2009	11069	Dengue virus
FJ390376	USA: Puerto Rico	1999	2008	11069	Dengue virus
JQ922549	India: Dhule, Maharashtra	1996	2013	11060	Dengue virus
FM210224	Viet Nam:South	2001	2008	11060	Dengue virus
KY586720	Thailand	1998	2017	12637	Dengue virus
MW946140	Thailand	2001	2021	11053	Dengue virus
KY586679	Thailand	2001	2017	12637	Dengue virus
GQ868614	Viet Nam: South	2008	2009	11053	Dengue virus
KM403584	Singapore	2013	2016	11053	Dengue virus
FJ410223	Viet Nam: South	2007	2008	11060	Dengue virus
KY849750	Laos: Salavan	2009	2018	11053	Dengue virus
GQ868624	Cambodia: BTB	2007	2009	11060	Dengue virus
MW945873	Thailand	2006	2021	11053	Dengue virus
EU482775	Viet Nam: south	2004	2008	11060	Dengue virus
GU131824	Viet Nam: South	2008	2009	11053	Dengue virus
AB189128	Indonesia: Sumatra	None	2004	11069	Dengue virus
FJ390371	USA: Puerto Rico	2003	2008	11069	Dengue virus
MW945426	Puerto Rico	2006	2021	11053	Dengue virus
KY586754	Thailand	2001	2017	12637	Dengue virus
FJ882522	Viet Nam: South	2006	2009	11053	Dengue virus
HM631865	Nicaragua: Managua	2007	2010	11060	Dengue virus
MW946048	Thailand	1996	2021	11053	Dengue virus
GQ199850	Viet Nam: South	2006	2009	11053	Dengue virus
KJ737430	Thailand	1983	2015	11069	Dengue virus
GU131685	Viet Nam: South	2008	2009	11053	Dengue virus
EU529695	USA: Puerto Rico	1994	2008	11060	Dengue virus
FJ687430	Thailand: Kampheange Phet	2001	2009	11053	Dengue virus
MW946105	Thailand	2006	2021	11053	Dengue virus
FJ461317	Viet Nam: South	2007	2009	11053	Dengue virus
MH822949	India	2014	2018	11060	Dengue virus
KY586443	Thailand	2004	2017	12637	Dengue virus
KY586727	Thailand	2006	2017	12637	Dengue virus
FJ390385	Viet Nam: South	2007	2008	11060	Dengue virus
FJ744715	Thailand: Kampheange Phet	2001	2009	11060	Dengue virus
FJ639757	Venezuela: Aragua	2001	2009	11069	Dengue virus
MH450302	Venezuela: Carabobo	2015	2018	12637	Dengue virus
MW945951	Thailand	1998	2021	11053	Dengue virus
FJ906964	Viet Nam: South	2007	2009	11053	Dengue virus
KY586390	Thailand	2006	2017	12637	Dengue virus
JX475906	India: Hyderabad	2009	2014	11060	Dengue virus
EU660401	Viet Nam: South	2006	2008	11053	Dengue virus
MN448617	Thailand	2011	2020	11053	Dengue virus
MG721059	India	2016	2019	11069	Dengue virus
KY849758	Laos: Salavan	2009	2018	11060	Dengue virus
GQ868619	Cambodia: SRP	2003	2009	11053	Dengue virus
FJ461333	Viet Nam: South	2007	2009	11053	Dengue virus
EU687235	USA: Puerto Rico	2003	2008	11060	Dengue virus
KY586925	Thailand	2002	2017	12637	Dengue virus
KY586665	Thailand	1998	2017	12637	Dengue virus
KJ189295	Peru	2006	2014	11069	Dengue virus
KC762660	Indonesia: Makassar	2007	2015	11060	Dengue virus
MW946135	Thailand	1999	2021	11053	Dengue virus
KY586399	Thailand	2006	2017	12637	Dengue virus
FJ687431	Thailand: Kampheange Phet	2001	2009	11053	Dengue virus
MF682970	China: Yunnan	2016	2018	11069	Dengue virus
FJ898448	French Polynesia: Tahiti	2001	2009	11053	Dengue virus
MW946200	Thailand	2006	2021	11053	Dengue virus
FJ850111	Venezuela: Aragua	2007	2009	11069	Dengue virus
GU131858	Brazil: Sao Paulo	2006	2009	11069	Dengue virus
KY586756	Thailand	2001	2017	12637	Dengue virus
KX059015	Sri Lanka	2012	2017	12637	Dengue virus
LC379194	Gabon: Lambarene	2016	2019	11069	Dengue virus
KM279588	Singapore	2012	2015	11060	Dengue virus
EU482479	Viet Nam: south	2007	2008	11053	Dengue virus
FJ410194	Viet Nam: South	2007	2008	11053	Dengue virus
KC762692	Indonesia: Makassar	2010	2015	11069	Dengue virus
FJ461332	Viet Nam: South	2008	2009	11053	Dengue virus
EU482772	Nicaragua: Managua	2006	2008	11060	Dengue virus
MW512415	Singapore	2014	2021	11060	Dengue virus
MW512409	Singapore	2013	2021	11060	Dengue virus
EU482771	Nicaragua: Managua	2005	2008	11060	Dengue virus
KJ596673	Brazil: Cuiaba, MT	2012	2015	11070	Dengue virus
FJ410288	Viet Nam: South	2007	2008	11060	Dengue virus
MN448602	Thailand	2011	2020	11053	Dengue virus
FJ410181	USA: Puerto Rico	1995	2008	11053	Dengue virus
KY586705	Thailand	2006	2017	12637	Dengue virus
FJ410241	Viet Nam: South	2008	2008	11060	Dengue virus
KM279523	Singapore	2011	2015	11060	Dengue virus
EU482673	Viet Nam: south	2006	2008	11060	Dengue virus
MH271406	China	2014	2019	11053	Dengue virus
MW582816	China: Wenzhou,Zhejiang	2019	2021	11053	Dengue virus
FJ024463	Viet Nam: South	2007	2008	11053	Dengue virus
KM403628	Singapore	2013	2016	11053	Dengue virus
KY586832	Thailand	1999	2017	12637	Dengue virus
MK629886	South Korea	2015	2019	11060	Dengue virus
JN819413	Venezuela: Aragua	2006	2011	11053	Dengue virus
EU932688	Venezuela: Aragua	2007	2009	11069	Dengue virus
